Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Tag 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Option 3 Name,Variant Option 3 Value,Variant Origin Country,Variant Price EUR,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8Q02VSYREYC15C1MEM,Medium (24 roses) / Mixed / Classic paper wrap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Medium (24 roses),Color,Mixed,Wrapping Style,Classic paper wrap,,45,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8QMVYQBJ6HXBA6QQ6R,Large (36 roses) / Mixed / Classic paper wrap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Large (36 roses),Color,Mixed,Wrapping Style,Classic paper wrap,,60,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8QC934X4R9T229VCD5,Small (12 roses) / Red / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Small (12 roses),Color,Red,Wrapping Style,Ribbon-tied with rustic burlap,,30,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8R8AT4FC9MQYRZXN8D,Small (12 roses) / Pink / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Small (12 roses),Color,Pink,Wrapping Style,Ribbon-tied with rustic burlap,,30,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8RZWPF0E69A0ABPH8F,Small (12 roses) / White / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Small (12 roses),Color,White,Wrapping Style,Ribbon-tied with rustic burlap,,30,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8S5501MRHX4J4RG5AZ,Small (12 roses) / Mixed / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Small (12 roses),Color,Mixed,Wrapping Style,Ribbon-tied with rustic burlap,,30,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8SYHEBZ0KMZFBRN3ZT,Medium (24 roses) / Red / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Medium (24 roses),Color,Red,Wrapping Style,Ribbon-tied with rustic burlap,,45,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8SJ5JYAN4WZSEHH0FK,Medium (24 roses) / Pink / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Medium (24 roses),Color,Pink,Wrapping Style,Ribbon-tied with rustic burlap,,45,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8TCA90EXZ05SDJHJ7K,Medium (24 roses) / White / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Medium (24 roses),Color,White,Wrapping Style,Ribbon-tied with rustic burlap,,45,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8TH1F446A21F39E757,Medium (24 roses) / Mixed / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Medium (24 roses),Color,Mixed,Wrapping Style,Ribbon-tied with rustic burlap,,45,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8VE6HY0E8HJ97BHAWH,Large (36 roses) / Red / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Large (36 roses),Color,Red,Wrapping Style,Ribbon-tied with rustic burlap,,60,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8V633FNXPCW33RA207,Large (36 roses) / Pink / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Large (36 roses),Color,Pink,Wrapping Style,Ribbon-tied with rustic burlap,,60,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8VR9VYX9Q9NB775AGH,Large (36 roses) / White / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Large (36 roses),Color,White,Wrapping Style,Ribbon-tied with rustic burlap,,60,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8WNJJ8221A0B7J4CPF,Large (36 roses) / Mixed / Ribbon-tied with rustic burlap,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Large (36 roses),Color,Mixed,Wrapping Style,Ribbon-tied with rustic burlap,,60,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8WB4P91GB8RD6VVC5B,Small (12 roses) / Red / Luxury wrap with silk ribbon,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Small (12 roses),Color,Red,Wrapping Style,Luxury wrap with silk ribbon,,30,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8W75WP4W76WCP649V1,Small (12 roses) / Pink / Luxury wrap with silk ribbon,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Small (12 roses),Color,Pink,Wrapping Style,Luxury wrap with silk ribbon,,30,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8X15DMR213E5MAJ2HT,Small (12 roses) / White / Luxury wrap with silk ribbon,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Small (12 roses),Color,White,Wrapping Style,Luxury wrap with silk ribbon,,30,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8X7FBRK812ZYD0235G,Small (12 roses) / Mixed / Luxury wrap with silk ribbon,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Small (12 roses),Color,Mixed,Wrapping Style,Luxury wrap with silk ribbon,,30,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8XNX2814PPVRHM4MBV,Medium (24 roses) / Red / Luxury wrap with silk ribbon,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Medium (24 roses),Color,Red,Wrapping Style,Luxury wrap with silk ribbon,,45,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8YQTE3HB8EFGZTT9SS,Medium (24 roses) / Pink / Luxury wrap with silk ribbon,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Medium (24 roses),Color,Pink,Wrapping Style,Luxury wrap with silk ribbon,,45,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8YY2CAX8KKCH2J4XAP,Medium (24 roses) / White / Luxury wrap with silk ribbon,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Medium (24 roses),Color,White,Wrapping Style,Luxury wrap with silk ribbon,,45,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8Y0MSYV0G4KE4YTWPP,Medium (24 roses) / Mixed / Luxury wrap with silk ribbon,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Medium (24 roses),Color,Mixed,Wrapping Style,Luxury wrap with silk ribbon,,45,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
prod_01JC6VS1S74ACE8RN57D8P4VD1,classic-rose-bouquet,Classic Rose Bouquet,published,"A timeless bouquet of fresh roses, perfect for expressing love, gratitude, or admiration.",,,http://localhost:9000/static/1731102278954-roses.jpg,,,2024-11-08T21:44:39.080Z,,true,,,http://localhost:9000/static/1731102278954-roses.jpg,false,,,,,sc_01JBYPA6S9ZG068M4VFJQNC33B,flower,2024-11-08T21:44:39.080Z,,,variant_01JC6VSD8Y57K7R4ENAGBWZTY2,Large (36 roses) / Red / Luxury wrap with silk ribbon,,,,,,false,false,,2024-11-08T21:44:51.235Z,,,,,,Size,Large (36 roses),Color,Red,Wrapping Style,Luxury wrap with silk ribbon,,60,prod_01JC6VS1S74ACE8RN57D8P4VD1,2024-11-08T21:44:51.235Z,0,,
